#4Help Main Categories,Sub-Category,Sub Sub-category,Name of Service,Hot Line or Help Line Phone Number or Fax Number,Street Address,City or Town,State,ZipCode,Keyword Using Categories,Business Phone Number,Website,Services Provided,Brief Description,Contact Person,Contact Person Email
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Pregnancy Resource Center of Mountain Home

",55734085,305 Main,Mountain Home ,AR,72653,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55734085,https://thriftstores.net/store/331/project-love/,DescriptionAgency provides a pregnancy resource center,DescriptionAgency provides a pregnancy resource center,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Project Love

",55716617,555 W.6th street,Mountain Home ,AR,72653,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55716617,https://www.cvanca.com/index/,DescriptionAgency provides a thrift store,DescriptionAgency provides a thrift store,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Cardiovascular Associates of North Central Arkansas

",55716876,605 West 6th Street,Mountain Home ,AR,72653,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55716876,https://fumcmh.org,DescriptionAgency provides a full range of cardiac care.,DescriptionAgency provides a full range of cardiac care.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Fumc Summer Feeding

",57351209,109 Route 1,Western Grove ,AR,72685,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",57351209,N/A,DescriptionAgency provides a church who gives out to the community.,DescriptionAgency provides a church who gives out to the community.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," New Hope Tabernacle of Faith 

",56045435,305 Highway 62 East,Mountain Home ,AR,72653,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",56045435,httpss://www.medexpress.com/location/ar/mountain-home/mta/?utm_source=los&utm_campaign=website-link&utm_medium=yext-gmb&utm_content=centerpage,DescriptionAgency provides a church.,DescriptionAgency provides a church.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," MedExpress

",55716784,121 Highway 201 North,Mountain Home ,AR,72653,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55716784,https://salvationarmyaok.org/mountainhome/,DescriptionAgency provides a medical clinic.,DescriptionAgency provides a medical clinic.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Salvation Army - Mountain Home (Baxter)

",55615333,121 Hwy. 201 S.,Mountain Home ,AR,72653,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55615333,https://www.salvationarmyusa.org/,DescriptionAgency provides a food pantry,DescriptionAgency provides a food pantry,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," The Salvation Army - Mountain Home Corps 

",56045211,1600 Highway 62 East,Mountain Home ,AR,72653,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",56045211,https://bullshoalslakeviewrotaryclub.org/Bull_Shoals_Lakeview_Rotary.html,DescriptionAgency provides a Salvation Army.,DescriptionAgency provides a Salvation Army.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Bull Shoals Lakeview Rotary Club Foundation

",55859446,2191 Hwy 62 East,Yellville ,AR,72687,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55859446,https://www.facebook.com/Yellville-Area-Food-Closet-1205442139490219/,DescriptionAgency is a charitable fraternal organization.,DescriptionAgency is a charitable fraternal organization.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Yellville Area Food Closest

",55641101,1341 Eastside Centre Court,Mountain Home ,AR,72653,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55641101,https://www.mountainhomefoodbasket.org/,DescriptionAgency provides a food program,DescriptionAgency provides a food program,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Mountain Home Food Basket

",54659135,312 West North Street,Mountain Home ,AR,72653,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",54659135,https://www.redeemermtnhome.org,DescriptionAgency is a local food pantry.,DescriptionAgency is a local food pantry.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Redeemer Lutheran Church

",55456971,1219-5 Commerce Drive,Mountain Home ,AR,72653,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55456971,https://www.aidtemps.com/,DescriptionFaith based organization that provides a food pantry to members of the community.,DescriptionFaith based organization that provides a food pantry to members of the community.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," A.I.D. Temporary Services 

",55734557,701 Burnett Drive,Mountain Home ,AR,72653,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55734557,https://www.hospiceoftheozarks.org,DescriptionAgency provides a staff agency that supplies companies with employees for temporary or temporary to hire positions.,DescriptionAgency provides a staff agency that supplies companies with employees for temporary or temporary to hire positions.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Hospice of the Ozarks

",53588782,614 North Town,Mountain Home ,AR,72653,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",53588782,httpss://ncamedical.com/,"DescriptionAgency provides physical, emotional & spiritual care to those living with advanced illnesses, while also supporting their family and caregivers.","DescriptionAgency provides physical, emotional & spiritual care to those living with advanced illnesses, while also supporting their family and caregivers.",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," North Central Arkansas Medical Associates

",55716751,N/A,Yellville ,AR,72687,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55716751,https://www.valhalla-project.com/p/contact-valhalla-project.html,DescriptionAgency provides a clinic.,DescriptionAgency provides a clinic.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," The Valhalla Project

",55859244,PO Box 844,Yellville ,AR,72687,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55859244,https://www.cacteam.com/,DescriptionAgency offers post-9/11 combat veterans the opportunity to sort through this difficult process in a secure environment while building self-reliance skills on a 200-acre private homestead in the Ozark Mountains.,DescriptionAgency offers post-9/11 combat veterans the opportunity to sort through this difficult process in a secure environment while building self-reliance skills on a 200-acre private homestead in the Ozark Mountains.,N/A,N/A
