#4Help Main Categories,Sub-Category,Sub Sub-category,Name of Service,Hot Line or Help Line Phone Number or Fax Number,Street Address,City or Town,State,ZipCode,Keyword Using Categories,Business Phone Number,Website,Services Provided,Brief Description,Contact Person,Contact Person Email
California,"Comprehensive Disability Related Employment Programs, , ","Comprehensive Disability Related Employment Programs, , ",  Bakersfield Association for Retarded Citizens on the Move,661-834-2272,2240 South Union AvenueBakersfield,Bakersfield,CA,93307,"Comprehensive Disability Related Employment Programs, , ",661-834-2272,http://www.barc-inc.org,Disabled adults ,"Description	Provides job-training and work opportunities.",N/A,dkyle@barc-inc.org
California,"Passports, Post Offices, , ","Passports, Post Offices, , ", United States Postal Service - Delano,661-725-3877,1800 Garces HighwayDelano,Delano,CA,93215,"Passports, Post Offices, , ",661-725-3877,http://www.usps.com,Open to the public ,"DescriptionProvides customers with their mailing and information needs including: stamps, business reply mail, new permits, general delivery, global express, money orders, P.O. boxes, online services, pickup accountable mail, hold mail, and priority mail international.",,uspstechnicalsupport@mailps.custhelp.com
California,"Post Offices, , ","Post Offices, , ", United States Postal Service - Fellows,661-768-4266,36 Midway RoadFellows,Fellows,CA,93224,"Post Offices, , ",661-768-4266,http://www.usps.com,Open to the public ,"DescriptionProvides customers with mailing and postal information needs including: stamps, business reply mail, new permits, general delivery, global express, money orders, P.O. boxes, online services, pickup accountable mail, hold mail, and priority mail international.",,uspstechnicalsupport@mailps.custhelp.com
California,"Post Offices, , ","Post Offices, , ", United States Postal Service - Frazier Park,661-245-6108,512 Monterey TrailFrazier Park,Park,CA,93225,"Post Offices, , ",661-245-6108,http://www.usps.com,Open to the public ,"DescriptionProvides customers with their mailing and information needs including: stamps, business reply mail, new permits, general delivery, global express, money orders, P.O. boxes, online services, pickup accountable mail, hold mail, and priority mail international.",,uspstechnicalsupport@mailps.custhelp.com
California,"Post Offices, , ","Post Offices, , ", United States Postal Service - Glennville,661-536-8802,10686 Highway 155Glennville,Glennville,CA,93226,"Post Offices, , ",661-536-8802,http://www.usps.com,Open to the public ,"Description Provides customers with their mailing and information needs including: stamps, business reply mail, new permits, general delivery, global express, money orders, P.O. boxes, online services, pickup accountable mail, hold mail, and priority mail international.  ",,uspstechnicalsupport@mailps.custhelp.com
California,"Post Offices, , ","Post Offices, , ", United States Postal Service - Keene,661-822-3369,30235 Woodford Tehachapi RoadKeene,Keene,CA,93531,"Post Offices, , ",661-822-3369,http://www.usps.com,Open to the public ,"DescriptionProvides customers with their mailing and information needs including: stamps, business reply mail, new permits, general delivery, global express, money orders, P.O. boxes, online services, pickup accountable mail, hold mail, and priority mail international.",,uspstechnicalsupport@mailps.custhelp.com
California,"Post Offices, , ","Post Offices, , ", United States Postal Service - Kernville,760-376-6418,45 Big Blue RoadKernville,Kernville,CA,93238,"Post Offices, , ",760-376-6418,http://www.usps.com,Open to the public ,"DescriptionProvides customers with their mailing and information needs including: stamps, business reply mail, new permits, general delivery, global express, money orders, P.O. boxes, online services, pickup accountable mail, hold mail, and priority mail international.",,uspstechnicalsupport@mailps.custhelp.com
California,"Passports, Post Offices, , ","Passports, Post Offices, , ", United States Postal Service - Lake Isabella,760-379-8755,6441 Lake Isabella BoulevardLake Isabella,Isabella,CA,93240,"Passports, Post Offices, , ",760-379-8755,http://www.usps.com,Open to the public ,"DescriptionProvides customers with their mailing and information needs including: stamps, business reply mail, new permits, general delivery, global express, money orders, P.O. boxes, online services, pickup accountable mail, hold mail, and priority mail international.",,uspstechnicalsupport@mailps.custhelp.com
California,"Post Offices, , ","Post Offices, , ", United States Postal Service - Lebec,661-248-6712,2132 Lebec RoadLebec,Lebec,CA,93243,"Post Offices, , ",661-248-6712,http://www.usps.com,Open to the public ,"DescriptionProvides customers with their mailing and information needs including: stamps, business reply mail, new permits, general delivery, global express, money orders, P.O. boxes, online services, pickup accountable mail, hold mail, and priority mail international.",,uspstechnicalsupport@mailps.custhelp.com
California,"Post Offices, , ","Post Offices, , ", United States Postal Service - Mc Farland,661-792-2335,633 2nd StreetMc Farland,Farland,CA,93250,"Post Offices, , ",661-792-2335,http://www.usps.com,Open to the public ,"DescriptionProvides customers with their mailing and postal information needs including: stamps, business reply mail, new permits, general delivery, global express, money orders, P.O. boxes, online services, pickup accountable mail, hold mail, and priority mail international.",,uspstechnicalsupport@mailps.custhelp.com
California,"Post Offices, , ","Post Offices, , ", United States Postal Service - Pine Mountain Club,661-242-4009,16321 Askin DriveFrazier Park,Park,CA,93222,"Post Offices, , ",661-242-4009,http://www.usps.com,Open to the public ,"Description Provides customers with mailing and postal information needs including: stamps, business reply mail, new permits, general delivery, global express, money orders, P.O. boxes, online services, pickup accountable mail, hold mail, and priority mail international.  ",,uspstechnicalsupport@mailps.custhelp.com
California,"Passports, Post Offices, , ","Passports, Post Offices, , ", United States Postal Service - Shafter,661-746-1502,322 State AvenueShafter,Shafter,CA,93263,"Passports, Post Offices, , ",661-746-1502,http://www.usps.com,Open to the public ,"DescriptionProvides customers with mailing and postal information needs including: stamps, business reply mail, new permits, general delivery, global express, money orders, P.O. boxes, online services, pickup accountable mail, hold mail, and priority mail international.",,uspstechnicalsupport@mailps.custhelp.com
California,"Passports, Post Offices, , ","Passports, Post Offices, , ", United States Postal Service - Taft,661-763-3342,427 North StreetTaft,Taft,CA,93268,"Passports, Post Offices, , ",661-763-3342,http://www.usps.com,Open to the public ,"DescriptionProvides customers with mailing and postal information needs including: stamps, business reply mail, new permits, general delivery, global express, money orders, P.O. boxes, online services, pickup accountable mail, hold mail, and priority mail international.",,uspstechnicalsupport@mailps.custhelp.com
California,"Post Offices, , ","Post Offices, , ", United States Postal Service - Tehachapi,661-822-0279,1085 Voyager DrvieTehachapi,DrvieTehachapi,CA,93561,"Post Offices, , ",661-822-0279,http://www.usps.com,Open to the public ,"DescriptionProvides customers with mailing and postal information needs including: stamps, business reply mail, new permits, general delivery, global express, money orders, P.O. boxes, online services, pickup accountable mail, hold mail, and priority mail international.",,uspstechnicalsupport@mailps.custhelp.com
California,"Passports, Post Offices, , ","Passports, Post Offices, , ", United States Postal Service Aerial Acres and Edwards,661-258-7145,1000 Kincheloe AvenueEdwards,Edwards,CA,93523,"Passports, Post Offices, , ",661-258-7145,http://www.usps.com,Open to the public ,"DescriptionProvides customers with mailing and postal information needs including: stamps, business reply mail, new permits, general delivery, global express, money orders, P.O. boxes, online services, pickup accountable mail, hold mail, and priority mail international.",,uspstechnicalsupport@mailps.custhelp.com
California,"Post Offices, , ","Post Offices, , ", United States Postal Service Arvin,661-854-6412,140 North Hill StreetArvin,Arvin,CA,93203,"Post Offices, , ",661-854-6412,http://www.usps.com,Open to the public ,"DescriptionProvides customers with mailing and postal information needs including: stamps, business reply mail, new permits, general delivery, global express, money orders, P.O. boxes, online services, pickup accountable mail, hold mail, and priority mail international.",,uspstechnicalsupport@mailps.custhelp.com
California,"Post Offices, , ","Post Offices, , ", United States Postal Service Caliente,661-867-2303,27750 Caliente Bodfish RoadCaliente,Caliente,CA,93518,"Post Offices, , ",661-867-2303,http://www.usps.com,Open to the public ,"DescriptionProvides customers with mailing and postal information needs including: stamps, business reply mail, new permits, general delivery, global express, money orders, P.O. boxes, online services, pickup accountable mail, hold mail, and priority mail international.",,uspstechnicalsupport@mailps.custhelp.com
California,"Post Offices, , ","Post Offices, , ", United States Postal Service -InyoKern,760-377-5125,6504 Locust AvenueInyokern,Inyokern,CA,93527,"Post Offices, , ",760-377-5125,http://www.usps.com,Open to the public ,"DescriptionProvides customers with mailing and postal information needs including: stamps, business reply mail, new permits, general delivery, global express, money orders, P.O. boxes, online services, pickup accountable mail, hold mail, and priority mail international.",,uspstechnicalsupport@mailps.custhelp.com
